a,transaction_id,customer_id,credit_card_number,amount,transaction_type,old_balance,transaction_time,new_balance,is_fraud
2228,T02228,C4056,4.14702E+16,5987.59,Transfer,39926.44,02-01-2023 13:07,33938.85,0
2229,T02229,C3172,4.86555E+16,2979.41,Online,26324.48,02-01-2023 13:08,23345.07,0
2230,T02230,C1881,4.4618E+16,3006.19,Transfer,4644.21,02-01-2023 13:09,1638.02,1
2231,T02231,C2540,4.65602E+16,7434.5,Online,29186.01,02-01-2023 13:10,21751.51,0
2232,T02232,C2719,4.47029E+16,490.95,Transfer,30625.72,02-01-2023 13:11,30134.77,0
2233,T02233,C2858,4.87875E+16,9029.92,Transfer,36462.59,02-01-2023 13:12,27432.67,0
2234,T02234,C2396,4.80929E+16,8524.12,Online,38084.45,02-01-2023 13:13,29560.33,0
2235,T02235,C1644,4.66206E+16,6681.37,Transfer,38561.56,02-01-2023 13:14,31880.19,0
2236,T02236,C2515,4.5084E+16,5936.28,Transfer,33205.88,02-01-2023 13:15,27269.6,0
2237,T02237,C2276,4.51812E+16,8924.1,Transfer,10868.98,02-01-2023 13:16,1944.88,0
2238,T02238,C3955,4.4856E+16,1861.45,Online,20271.36,02-01-2023 13:17,18409.91,0
2239,T02239,C2328,4.65864E+16,798.9,Online,38828.89,02-01-2023 13:18,38029.99,0
2240,T02240,C4181,4.19122E+16,2402.71,Transfer,47676.01,02-01-2023 13:19,45273.3,0
2241,T02241,C4856,4.6863E+16,7947.84,Transfer,4039.45,02-01-2023 13:20,-3908.39,0
2242,T02242,C3324,4.70869E+16,356.36,Online,26823.28,02-01-2023 13:21,26466.92,0
2243,T02243,C3442,4.12339E+16,5832.24,ATM,15694.86,02-01-2023 13:22,9862.62,0
2244,T02244,C1347,4.56586E+16,9954.42,Transfer,11347.16,02-01-2023 13:23,1392.74,1
2245,T02245,C4618,4.62945E+16,8558.4,ATM,25339.95,02-01-2023 13:24,16781.55,0
2246,T02246,C1215,4.19728E+16,5219.24,Online,30343.86,02-01-2023 13:25,25124.62,0
2247,T02247,C1637,4.11107E+16,645.77,Transfer,587.63,02-01-2023 13:26,-58.14,1
2248,T02248,C1644,4.74248E+16,8315.42,ATM,39032.31,02-01-2023 13:27,30716.89,0
2249,T02249,C4090,4.63402E+16,5993.8,Online,41012.12,02-01-2023 13:28,35018.32,0
2250,T02250,C3530,4.85731E+16,1158.18,ATM,48278.99,02-01-2023 13:29,47120.81,0
2251,T02251,C1203,4.91458E+16,947.63,POS,9114.12,02-01-2023 13:30,8166.49,0
2252,T02252,C3760,4.21347E+16,9097.17,Online,29768.17,02-01-2023 13:31,20671,0
2253,T02253,C1334,4.55837E+16,6695.31,POS,21388.61,02-01-2023 13:32,14693.3,0
2254,T02254,C2114,4.42011E+16,8294.58,Online,16807.91,02-01-2023 13:33,8513.33,0
2255,T02255,C2814,4.53361E+16,8791,Online,28325.11,02-01-2023 13:34,19534.11,0
2256,T02256,C3711,4.65921E+16,5722.01,Transfer,39140.92,02-01-2023 13:35,33418.91,0
2257,T02257,C2736,4.26746E+16,5179.29,POS,1250.33,02-01-2023 13:36,-3928.96,0
2258,T02258,C2989,4.224E+16,4309.97,POS,48473.07,02-01-2023 13:37,44163.1,0
2259,T02259,C3486,4.1397E+16,3176.3,POS,40513.09,02-01-2023 13:38,37336.79,0
2260,T02260,C2810,4.215E+16,4351.61,Online,37582.57,02-01-2023 13:39,33230.96,0
2261,T02261,C2696,4.62649E+16,7741.06,POS,38043.33,02-01-2023 13:40,30302.27,0
2262,T02262,C2118,4.56218E+16,6023.22,POS,19514.13,02-01-2023 13:41,13490.91,0
2263,T02263,C1882,4.687E+16,8926.31,Transfer,37605.87,02-01-2023 13:42,28679.56,0
2264,T02264,C4092,4.42223E+16,4439.37,ATM,19399.83,02-01-2023 13:43,14960.46,0
2265,T02265,C3098,4.62572E+16,6074.82,ATM,44945.47,02-01-2023 13:44,38870.65,0
2266,T02266,C1466,4.58742E+16,6316.76,POS,8943.4,02-01-2023 13:45,2626.64,0
2267,T02267,C2413,4.23117E+16,5921.05,POS,14688.14,02-01-2023 13:46,8767.09,0
2268,T02268,C2760,4.52291E+16,7029.31,POS,27611.74,02-01-2023 13:47,20582.43,0
2269,T02269,C1454,4.64343E+16,2381.96,POS,16028.63,02-01-2023 13:48,13646.67,0
2270,T02270,C2160,4.36217E+16,5128.51,ATM,21269.44,02-01-2023 13:49,16140.93,0
2271,T02271,C3777,4.97394E+16,1051.21,Transfer,24671.89,02-01-2023 13:50,23620.68,0
2272,T02272,C3779,4.56628E+16,3851.27,Online,42832.03,02-01-2023 13:51,38980.76,0
2273,T02273,C3429,4.69238E+16,4881.79,POS,26207.29,02-01-2023 13:52,21325.5,1
2274,T02274,C2993,4.23024E+16,6525.72,POS,18186.75,02-01-2023 13:53,11661.03,0
2275,T02275,C3158,4.31382E+16,9505.81,ATM,12462.03,02-01-2023 13:54,2956.22,0
2276,T02276,C3732,4.83785E+16,6010.5,POS,20492.93,02-01-2023 13:55,14482.43,0
2277,T02277,C2263,4.60391E+16,7438.5,Transfer,25835.23,02-01-2023 13:56,18396.73,0
2278,T02278,C1186,4.14919E+16,5067.6,Transfer,37331.13,02-01-2023 13:57,32263.53,0
2279,T02279,C1903,4.40968E+16,6344.7,POS,6140.33,02-01-2023 13:58,-204.37,0
2280,T02280,C2618,4.97956E+16,718.61,ATM,11158.3,02-01-2023 13:59,10439.69,0
2281,T02281,C3454,4.67696E+16,2551.37,POS,19044.74,02-01-2023 14:00,16493.37,0
2282,T02282,C1224,4.28128E+16,3624.91,POS,18083.88,02-01-2023 14:01,14458.97,0
2283,T02283,C1031,4.16161E+16,4730.21,ATM,19648.23,02-01-2023 14:02,14918.02,0
2284,T02284,C1837,4.27056E+16,466.03,Transfer,39696.71,02-01-2023 14:03,39230.68,0
2285,T02285,C2234,4.5285E+16,1408.84,Online,16275.3,02-01-2023 14:04,14866.46,0
2286,T02286,C4872,4.72315E+16,2775.37,POS,25144.72,02-01-2023 14:05,22369.35,0
2287,T02287,C1865,4.521E+16,9715.61,Transfer,31232.96,02-01-2023 14:06,21517.35,0
2288,T02288,C4143,4.72367E+16,3320.16,POS,11685.71,02-01-2023 14:07,8365.55,0
2289,T02289,C1562,4.86742E+16,4825.59,Online,35962.9,02-01-2023 14:08,31137.31,0
2290,T02290,C4130,4.60989E+16,1969.02,ATM,27400.85,02-01-2023 14:09,25431.83,0
2291,T02291,C2046,4.40234E+16,6111.69,Transfer,22394.38,02-01-2023 14:10,16282.69,0
2292,T02292,C2185,4.36988E+16,2814.03,Online,40508.22,02-01-2023 14:11,37694.19,0
2293,T02293,C2343,4.39599E+16,2077.86,POS,12250.41,02-01-2023 14:12,10172.55,1
2294,T02294,C1491,4.19444E+16,5170.56,Online,44170.48,02-01-2023 14:13,38999.92,0
2295,T02295,C1031,4.88913E+16,65,Transfer,28096.33,02-01-2023 14:14,28031.33,0
2296,T02296,C3037,4.92014E+16,86.56,ATM,30497.83,02-01-2023 14:15,30411.27,0
2297,T02297,C4059,4.54669E+16,2198.5,POS,43765.44,02-01-2023 14:16,41566.94,0
2298,T02298,C2763,4.92862E+16,376.85,ATM,40897.38,02-01-2023 14:17,40520.53,0
2299,T02299,C1719,4.67535E+16,1089.18,ATM,30117.95,02-01-2023 14:18,29028.77,0
2300,T02300,C1529,4.7244E+16,3395.22,Online,37684.07,02-01-2023 14:19,34288.85,0
2301,T02301,C2557,4.52022E+16,8027.83,Online,21722.64,02-01-2023 14:20,13694.81,0
2302,T02302,C3181,4.29198E+16,5724.77,Transfer,27414.15,02-01-2023 14:21,21689.38,0
2303,T02303,C3882,4.53302E+16,5131.55,Transfer,3197.3,02-01-2023 14:22,-1934.25,1
2304,T02304,C1942,4.79207E+16,2941.95,ATM,4583.91,02-01-2023 14:23,1641.96,0
2305,T02305,C3049,4.83377E+16,9318.22,Transfer,41488.33,02-01-2023 14:24,32170.11,1
2306,T02306,C3288,4.82713E+16,3976.18,ATM,3077.62,02-01-2023 14:25,-898.56,0
2307,T02307,C4413,4.43859E+16,880.06,POS,8553.02,02-01-2023 14:26,7672.96,0
2308,T02308,C3736,4.46057E+16,6174.49,ATM,39812.05,02-01-2023 14:27,33637.56,0
2309,T02309,C4302,4.84407E+16,1147.25,Transfer,157.18,02-01-2023 14:28,-990.07,0
2310,T02310,C2450,4.10606E+16,3458.78,Transfer,14191.98,02-01-2023 14:29,10733.2,0
2311,T02311,C1295,4.10891E+16,5079.05,ATM,29243.53,02-01-2023 14:30,24164.48,0
2312,T02312,C2626,4.42236E+16,8743.48,Online,29812.95,02-01-2023 14:31,21069.47,0
2313,T02313,C4529,4.59962E+16,4940.53,ATM,38879.93,02-01-2023 14:32,33939.4,0
2314,T02314,C4039,4.22826E+16,7025.57,ATM,25345.72,02-01-2023 14:33,18320.15,0
2315,T02315,C1173,4.49668E+16,9928.24,Online,25519.15,02-01-2023 14:34,15590.91,0
2316,T02316,C2786,4.66866E+16,1323.58,POS,36293,02-01-2023 14:35,34969.42,0
2317,T02317,C1076,4.9221E+16,2754.57,Online,24981.36,02-01-2023 14:36,22226.79,0
2318,T02318,C2883,4.42418E+16,3951.81,Transfer,30463.71,02-01-2023 14:37,26511.9,0
2319,T02319,C4773,4.97848E+16,4224.06,Online,44898.93,02-01-2023 14:38,40674.87,0
2320,T02320,C1318,4.27935E+16,4116.1,Transfer,20132.41,02-01-2023 14:39,16016.31,0
2321,T02321,C4531,4.3559E+16,9077.03,Transfer,19317.74,02-01-2023 14:40,10240.71,0
2322,T02322,C2282,4.29721E+16,7143.19,ATM,277.09,02-01-2023 14:41,-6866.1,0
2323,T02323,C3358,4.33599E+16,6082.97,ATM,30709.97,02-01-2023 14:42,24627,0
2324,T02324,C2758,4.25698E+16,3100.63,POS,1585.62,02-01-2023 14:43,-1515.01,0
2325,T02325,C3348,4.86339E+16,8239.67,Transfer,25257.01,02-01-2023 14:44,17017.34,0
2326,T02326,C2656,4.32154E+16,9551.05,ATM,40231.27,02-01-2023 14:45,30680.22,0
2327,T02327,C3906,4.27653E+16,8213.77,Transfer,27541.06,02-01-2023 14:46,19327.29,0
2328,T02328,C3622,4.2586E+16,25.64,POS,13554.84,02-01-2023 14:47,13529.2,0
2329,T02329,C2710,4.3358E+16,6367.65,Transfer,39329.8,02-01-2023 14:48,32962.15,0
2330,T02330,C2185,4.19114E+16,520.84,POS,13558.88,02-01-2023 14:49,13038.04,1
2331,T02331,C1471,4.8489E+16,2583.5,POS,36678.29,02-01-2023 14:50,34094.79,0
2332,T02332,C2659,4.22362E+16,604.65,POS,30551.9,02-01-2023 14:51,29947.25,0
2333,T02333,C1085,4.68985E+16,6041.92,ATM,8582.82,02-01-2023 14:52,2540.9,0
2334,T02334,C4957,4.89715E+16,6869.03,Online,45266.18,02-01-2023 14:53,38397.15,0
2335,T02335,C2330,4.40479E+16,1153.73,Online,10112.12,02-01-2023 14:54,8958.39,0
2336,T02336,C1703,4.28937E+16,3844.55,ATM,49480.39,02-01-2023 14:55,45635.84,0
2337,T02337,C4282,4.51091E+16,4567.8,Transfer,464.79,02-01-2023 14:56,-4103.01,0
2338,T02338,C4881,4.43294E+16,3696.84,ATM,13247.82,02-01-2023 14:57,9550.98,0
2339,T02339,C3531,4.43538E+16,1219.04,Transfer,10073.03,02-01-2023 14:58,8853.99,0
2340,T02340,C2884,4.25435E+16,4195.29,POS,798.27,02-01-2023 14:59,-3397.02,0
2341,T02341,C4407,4.57461E+16,7514.27,ATM,36645.16,02-01-2023 15:00,29130.89,0
2342,T02342,C3824,4.8197E+16,719.37,Online,34701.95,02-01-2023 15:01,33982.58,0
2343,T02343,C4767,4.66133E+16,811,Transfer,39638.31,02-01-2023 15:02,38827.31,0
2344,T02344,C2482,4.49066E+16,3554.17,ATM,12909.26,02-01-2023 15:03,9355.09,0
2345,T02345,C1360,4.74036E+16,9417.84,ATM,22272.32,02-01-2023 15:04,12854.48,0
2346,T02346,C2788,4.20673E+16,6689.04,Transfer,32989.76,02-01-2023 15:05,26300.72,0
2347,T02347,C4459,4.89509E+16,6789.91,POS,22044.45,02-01-2023 15:06,15254.54,0
2348,T02348,C1433,4.21781E+16,3625.58,POS,34896.56,02-01-2023 15:07,31270.98,0
2349,T02349,C1996,4.27081E+16,5940.67,POS,31735.27,02-01-2023 15:08,25794.6,0
2350,T02350,C2784,4.57968E+16,111.21,POS,5820.93,02-01-2023 15:09,5709.72,0
2351,T02351,C3412,4.72542E+16,6364.6,Transfer,39074.05,02-01-2023 15:10,32709.45,0
2352,T02352,C2640,4.38639E+16,9133.74,Online,36061.75,02-01-2023 15:11,26928.01,0
2353,T02353,C3146,4.4869E+16,6129.61,ATM,32826.14,02-01-2023 15:12,26696.53,0
2354,T02354,C1322,4.67299E+16,8738.25,ATM,7839.17,02-01-2023 15:13,-899.08,0
2355,T02355,C2621,4.92958E+16,7242.49,POS,13473.02,02-01-2023 15:14,6230.53,0
2356,T02356,C4565,4.78732E+16,1214.38,Transfer,19719.53,02-01-2023 15:15,18505.15,0
2357,T02357,C2270,4.62902E+16,9025.51,Online,14068.49,02-01-2023 15:16,5042.98,0
2358,T02358,C4054,4.86961E+16,673.77,Online,11467.73,02-01-2023 15:17,10793.96,0
2359,T02359,C2390,4.36498E+16,5344.34,ATM,40287.35,02-01-2023 15:18,34943.01,0
2360,T02360,C1907,4.23382E+16,1429.95,POS,31947.79,02-01-2023 15:19,30517.84,0
2361,T02361,C2364,4.32263E+16,126.95,ATM,28317.06,02-01-2023 15:20,28190.11,0
2362,T02362,C4191,4.66697E+16,4226.12,ATM,11375.04,02-01-2023 15:21,7148.92,0
2363,T02363,C1688,4.35227E+16,2957.46,Online,45912.02,02-01-2023 15:22,42954.56,0
2364,T02364,C1312,4.2139E+16,4865.14,Transfer,9640.03,02-01-2023 15:23,4774.89,0
2365,T02365,C3090,4.55781E+16,5776.23,Online,39768.05,02-01-2023 15:24,33991.82,1
2366,T02366,C3593,4.62609E+16,446.95,ATM,48336.97,02-01-2023 15:25,47890.02,0
2367,T02367,C1467,4.54044E+16,1238.8,POS,36381.93,02-01-2023 15:26,35143.13,0
2368,T02368,C3173,4.75509E+16,5590.84,POS,49643.65,02-01-2023 15:27,44052.81,0
2369,T02369,C3088,4.80676E+16,3438.24,Transfer,32587.45,02-01-2023 15:28,29149.21,0
2370,T02370,C1794,4.81247E+16,7294.44,Transfer,10951.27,02-01-2023 15:29,3656.83,0
2371,T02371,C4710,4.65384E+16,6526.39,Transfer,10270.59,02-01-2023 15:30,3744.2,0
2372,T02372,C4179,4.25081E+16,8457.59,ATM,16295.76,02-01-2023 15:31,7838.17,0
2373,T02373,C2431,4.44958E+16,6928,ATM,455.79,02-01-2023 15:32,-6472.21,0
2374,T02374,C2438,4.89482E+16,4305.01,Transfer,34116.75,02-01-2023 15:33,29811.74,0
2375,T02375,C3979,4.77656E+16,6732.94,POS,13506.52,02-01-2023 15:34,6773.58,0
2376,T02376,C4924,4.43711E+16,2761.06,POS,40777.64,02-01-2023 15:35,38016.58,0
2377,T02377,C4354,4.56738E+16,3070.07,POS,18022.72,02-01-2023 15:36,14952.65,0
2378,T02378,C3643,4.26123E+16,7891.96,ATM,24049.83,02-01-2023 15:37,16157.87,0
2379,T02379,C4338,4.74175E+16,4469.73,Online,48287.88,02-01-2023 15:38,43818.15,0
2380,T02380,C1604,4.57331E+16,7985.82,POS,12184.39,02-01-2023 15:39,4198.57,0
2381,T02381,C1967,4.53532E+16,8226,POS,36090.58,02-01-2023 15:40,27864.58,0
2382,T02382,C1421,4.96086E+16,8577.05,POS,37780.38,02-01-2023 15:41,29203.33,0
2383,T02383,C1599,4.52672E+16,9167.19,Transfer,11127.81,02-01-2023 15:42,1960.62,0
2384,T02384,C2048,4.62349E+16,4315.54,ATM,25099.74,02-01-2023 15:43,20784.2,0
2385,T02385,C1808,4.67475E+16,3195.48,Transfer,17575.08,02-01-2023 15:44,14379.6,0
2386,T02386,C1710,4.81213E+16,5826.17,Transfer,38618.12,02-01-2023 15:45,32791.95,0
2387,T02387,C3467,4.68523E+16,3718.01,Online,31161.92,02-01-2023 15:46,27443.91,0
2388,T02388,C1626,4.28663E+16,6014.73,Transfer,23851.55,02-01-2023 15:47,17836.82,0
2389,T02389,C4113,4.90604E+16,7058.8,Online,38990.23,02-01-2023 15:48,31931.43,0
2390,T02390,C4109,4.5072E+16,6887.17,Transfer,11834.26,02-01-2023 15:49,4947.09,0
2391,T02391,C3684,4.31112E+16,3751.78,POS,37705.73,02-01-2023 15:50,33953.95,0
2392,T02392,C1308,4.29689E+16,1676.93,ATM,43282.18,02-01-2023 15:51,41605.25,0
2393,T02393,C1725,4.48283E+16,4310.99,Transfer,43943.22,02-01-2023 15:52,39632.23,0
2394,T02394,C4896,4.43965E+16,1434.52,Online,39205.31,02-01-2023 15:53,37770.79,0
2395,T02395,C4165,4.2416E+16,8902.07,ATM,20459.91,02-01-2023 15:54,11557.84,0
2396,T02396,C3572,4.8588E+16,3465.32,Online,49092.22,02-01-2023 15:55,45626.9,0
2397,T02397,C3023,4.32926E+16,1553.05,POS,19041.72,02-01-2023 15:56,17488.67,0
2398,T02398,C2900,4.17634E+16,264.22,Transfer,31967.41,02-01-2023 15:57,31703.19,0
2399,T02399,C4090,4.777E+16,6461.77,ATM,8137.6,02-01-2023 15:58,1675.83,0
2400,T02400,C3309,4.36576E+16,6372.65,POS,49024.4,02-01-2023 15:59,42651.75,0
2401,T02401,C4112,4.56731E+16,3412.64,Transfer,35228.9,02-01-2023 16:00,31816.26,0
2402,T02402,C3373,4.30733E+16,726.4,Transfer,37693.54,02-01-2023 16:01,36967.14,0
2403,T02403,C2838,4.13706E+16,4102.19,Online,3382.26,02-01-2023 16:02,-719.93,0
2404,T02404,C3789,4.5614E+16,3119.06,Online,38194.55,02-01-2023 16:03,35075.49,0
2405,T02405,C4785,4.40298E+16,6774.44,POS,38758.7,02-01-2023 16:04,31984.26,0
2406,T02406,C4612,4.50636E+16,6061.73,Online,33621.46,02-01-2023 16:05,27559.73,0
2407,T02407,C3312,4.48957E+16,3652.29,POS,14666.29,02-01-2023 16:06,11014,0
2408,T02408,C3633,4.43103E+16,2186.75,POS,24535.53,02-01-2023 16:07,22348.78,0
2409,T02409,C3602,4.54815E+16,9880.48,POS,5610.68,02-01-2023 16:08,-4269.8,0
2410,T02410,C3558,4.34591E+16,4545.48,Online,23632.19,02-01-2023 16:09,19086.71,0
2411,T02411,C2323,4.12226E+16,6885.86,ATM,12266.81,02-01-2023 16:10,5380.95,0
2412,T02412,C4539,4.49784E+16,1414.12,POS,17519.94,02-01-2023 16:11,16105.82,0
2413,T02413,C4977,4.33925E+16,4861.04,ATM,8213.76,02-01-2023 16:12,3352.72,0
2414,T02414,C3569,4.16835E+16,285.09,Transfer,11579.71,02-01-2023 16:13,11294.62,0
2415,T02415,C2294,4.91198E+16,5059.5,Online,3920.78,02-01-2023 16:14,-1138.72,0
2416,T02416,C1618,4.36528E+16,9640.53,Online,46003.08,02-01-2023 16:15,36362.55,0
2417,T02417,C2801,4.55195E+16,3848.23,ATM,26567.49,02-01-2023 16:16,22719.26,0
2418,T02418,C1279,4.59238E+16,399.57,Transfer,19897.42,02-01-2023 16:17,19497.85,0
2419,T02419,C2920,4.1704E+16,319.25,Transfer,26797.96,02-01-2023 16:18,26478.71,0
2420,T02420,C2811,4.34898E+16,3885.99,POS,31451.83,02-01-2023 16:19,27565.84,1
2421,T02421,C3586,4.30513E+16,1608.65,Online,46101.75,02-01-2023 16:20,44493.1,0
2422,T02422,C2240,4.20681E+16,243.29,Transfer,9016.78,02-01-2023 16:21,8773.49,0
2423,T02423,C4261,4.42447E+16,7564.57,Transfer,14848.07,02-01-2023 16:22,7283.5,0
2424,T02424,C2125,4.59182E+16,4590.64,POS,48791.89,02-01-2023 16:23,44201.25,0
2425,T02425,C3422,4.40062E+16,2899.56,POS,18622.53,02-01-2023 16:24,15722.97,0
2426,T02426,C1230,4.70808E+16,9001.83,ATM,1225.83,02-01-2023 16:25,-7776,0
2427,T02427,C2441,4.3252E+16,1170.23,Online,7467.41,02-01-2023 16:26,6297.18,0
2428,T02428,C3078,4.77123E+16,9559.63,Transfer,1414.3,02-01-2023 16:27,-8145.33,0
2429,T02429,C1303,4.79219E+16,3146.53,ATM,49497.16,02-01-2023 16:28,46350.63,0
2430,T02430,C2271,4.86151E+16,8885.15,Online,14015.66,02-01-2023 16:29,5130.51,0
2431,T02431,C2891,4.27172E+16,6033.4,ATM,46184.78,02-01-2023 16:30,40151.38,0
2432,T02432,C2851,4.64407E+16,8268.81,Online,49794.73,02-01-2023 16:31,41525.92,0
2433,T02433,C1154,4.22418E+16,9840.29,Online,30032.08,02-01-2023 16:32,20191.79,0
2434,T02434,C1233,4.87012E+16,2891.17,Transfer,1756.5,02-01-2023 16:33,-1134.67,0
2435,T02435,C2510,4.74508E+16,9611.74,Online,4171.42,02-01-2023 16:34,-5440.32,0
2436,T02436,C4406,4.5892E+16,3900.92,POS,24131.29,02-01-2023 16:35,20230.37,0
2437,T02437,C2175,4.33521E+16,3861.26,Transfer,20367.98,02-01-2023 16:36,16506.72,0
2438,T02438,C1314,4.79362E+16,3410.47,POS,30348.25,02-01-2023 16:37,26937.78,0
2439,T02439,C3640,4.35386E+16,5418.66,ATM,21998.51,02-01-2023 16:38,16579.85,0
2440,T02440,C4539,4.41222E+16,1549.91,ATM,46710.43,02-01-2023 16:39,45160.52,0
2441,T02441,C4503,4.99788E+16,5541.58,Online,26783.51,02-01-2023 16:40,21241.93,0
2442,T02442,C1369,4.95191E+16,5421.63,Online,34716.93,02-01-2023 16:41,29295.3,0
2443,T02443,C3519,4.84027E+16,7621.4,POS,44834.62,02-01-2023 16:42,37213.22,1
2444,T02444,C3433,4.78257E+16,8338.16,POS,7428.91,02-01-2023 16:43,-909.25,0
2445,T02445,C3076,4.11071E+16,4410.01,POS,11563.76,02-01-2023 16:44,7153.75,0
2446,T02446,C2574,4.68915E+16,3030.31,ATM,5455.2,02-01-2023 16:45,2424.89,0
2447,T02447,C2895,4.99106E+16,2600.76,POS,7067.96,02-01-2023 16:46,4467.2,0
2448,T02448,C3377,4.95702E+16,1954.29,Transfer,25677.94,02-01-2023 16:47,23723.65,0
2449,T02449,C3270,4.87954E+16,585.9,Transfer,16126.85,02-01-2023 16:48,15540.95,0
2450,T02450,C4908,4.30498E+16,3431.06,ATM,21216.32,02-01-2023 16:49,17785.26,0
2451,T02451,C4243,4.75152E+16,2709.77,POS,49126.24,02-01-2023 16:50,46416.47,0
2452,T02452,C4026,4.28904E+16,9664.51,POS,7919.55,02-01-2023 16:51,-1744.96,0
2453,T02453,C4669,4.31052E+16,5581.51,Online,27086.52,02-01-2023 16:52,21505.01,0
2454,T02454,C1168,4.62873E+16,3479.3,Transfer,5033.67,02-01-2023 16:53,1554.37,0
2455,T02455,C2842,4.59775E+16,5808.87,ATM,15992.97,02-01-2023 16:54,10184.1,0
2456,T02456,C4723,4.5222E+16,1400.58,POS,26423.54,02-01-2023 16:55,25022.96,0
2457,T02457,C4317,4.83354E+16,4446,Online,47336.92,02-01-2023 16:56,42890.92,0
2458,T02458,C3341,4.40684E+16,6266.08,ATM,19622.29,02-01-2023 16:57,13356.21,0
2459,T02459,C3669,4.17735E+16,4894.09,ATM,3338.84,02-01-2023 16:58,-1555.25,0
2460,T02460,C1771,4.86183E+16,4023.77,Transfer,19469.26,02-01-2023 16:59,15445.49,0
2461,T02461,C2316,4.48622E+16,9938.55,POS,7372.48,02-01-2023 17:00,-2566.07,0
2462,T02462,C3478,4.94841E+16,8804.34,ATM,11576.48,02-01-2023 17:01,2772.14,0
2463,T02463,C2948,4.47622E+16,6237.83,Online,30942.72,02-01-2023 17:02,24704.89,0
2464,T02464,C3053,4.49513E+16,5698.08,Online,3464.45,02-01-2023 17:03,-2233.63,0
2465,T02465,C1617,4.86826E+16,6210.4,ATM,23289.72,02-01-2023 17:04,17079.32,0
2466,T02466,C4922,4.12712E+16,2021.11,Online,30512.13,02-01-2023 17:05,28491.02,0
2467,T02467,C1253,4.22516E+16,3957.43,ATM,21150.73,02-01-2023 17:06,17193.3,0
2468,T02468,C2845,4.887E+16,404.2,Online,1054.4,02-01-2023 17:07,650.2,0
2469,T02469,C1423,4.37523E+16,4760.7,ATM,49277.42,02-01-2023 17:08,44516.72,0
2470,T02470,C4321,4.76456E+16,5434.82,ATM,18419.08,02-01-2023 17:09,12984.26,0
2471,T02471,C4682,4.55018E+16,2285.22,ATM,38951,02-01-2023 17:10,36665.78,0
2472,T02472,C4429,4.69344E+16,9640.65,Online,16349.76,02-01-2023 17:11,6709.11,1
2473,T02473,C2406,4.41945E+16,9095.45,ATM,23803.34,02-01-2023 17:12,14707.89,0
2474,T02474,C3925,4.3031E+16,7224.21,Transfer,19484.34,02-01-2023 17:13,12260.13,0
2475,T02475,C1345,4.48345E+16,5338.53,ATM,17192.71,02-01-2023 17:14,11854.18,0
2476,T02476,C3066,4.77791E+16,8700.99,POS,1190.38,02-01-2023 17:15,-7510.61,0
2477,T02477,C3646,4.78711E+16,1315.22,POS,18065.04,02-01-2023 17:16,16749.82,0
2478,T02478,C1706,4.72196E+16,7907.19,Transfer,44485.55,02-01-2023 17:17,36578.36,0
2479,T02479,C1160,4.36989E+16,1256.96,ATM,34550.63,02-01-2023 17:18,33293.67,0
2480,T02480,C2014,4.62868E+16,7944.16,POS,7356.6,02-01-2023 17:19,-587.56,0
2481,T02481,C3898,4.61123E+16,2764.92,ATM,29598.63,02-01-2023 17:20,26833.71,0
2482,T02482,C2793,4.12901E+16,8772.13,POS,44622.32,02-01-2023 17:21,35850.19,0
2483,T02483,C2799,4.22532E+16,9440.98,Online,35031.7,02-01-2023 17:22,25590.72,0
2484,T02484,C3146,4.98022E+16,1496.47,Online,7519.35,02-01-2023 17:23,6022.88,0
2485,T02485,C3141,4.99555E+16,4632.13,Transfer,43404.84,02-01-2023 17:24,38772.71,0
2486,T02486,C3497,4.61178E+16,9810.06,Transfer,15147.05,02-01-2023 17:25,5336.99,0
2487,T02487,C1650,4.81981E+16,4839.24,ATM,22758.4,02-01-2023 17:26,17919.16,0
2488,T02488,C2490,4.92303E+16,8636.84,Transfer,26354.52,02-01-2023 17:27,17717.68,0
2489,T02489,C2527,4.6169E+16,5891.43,ATM,42540.28,02-01-2023 17:28,36648.85,0
2490,T02490,C4759,4.45208E+16,3759.55,Online,46587.21,02-01-2023 17:29,42827.66,0
2491,T02491,C2158,4.44346E+16,2864.98,Online,46489.68,02-01-2023 17:30,43624.7,0
2492,T02492,C2586,4.95451E+16,2040.2,POS,496.91,02-01-2023 17:31,-1543.29,0
2493,T02493,C2674,4.15738E+16,7620.36,ATM,46102.24,02-01-2023 17:32,38481.88,0
2494,T02494,C4172,4.44807E+16,3871.54,Online,2813.91,02-01-2023 17:33,-1057.63,0
2495,T02495,C2385,4.52764E+16,5117.64,Online,13362.11,02-01-2023 17:34,8244.47,0
2496,T02496,C3780,4.39619E+16,4928.33,ATM,25797.89,02-01-2023 17:35,20869.56,0
2497,T02497,C3448,4.96644E+16,5777.02,POS,24048.29,02-01-2023 17:36,18271.27,0
2498,T02498,C1214,4.67556E+16,8657.12,POS,30275.02,02-01-2023 17:37,21617.9,0
2499,T02499,C4232,4.3744E+16,9807.59,POS,24024.37,02-01-2023 17:38,14216.78,1
2500,T02500,C3584,4.2544E+16,4081.77,POS,46725.35,02-01-2023 17:39,42643.58,0
2501,T02501,C3651,4.70788E+16,8276.91,Online,12103.39,02-01-2023 17:40,3826.48,1
2502,T02502,C2370,4.26E+16,7647.63,ATM,13773.83,02-01-2023 17:41,6126.2,0
